User1,User2,Action
ftvoc,ftvoc,Tweet
ftvoc,mitchellvii,Retweet
McJesse,McJesse,Tweet
sodiumfine_,sodiumfine_,Tweet
sodiumfine_,McJesse,Retweet
ericgarland,ericgarland,Tweet
TwainShallMeet,TwainShallMeet,Tweet
TwainShallMeet,ericgarland,Retweet
newsmax,newsmax,Tweet
PygmyClay,PygmyClay,Tweet
PygmyClay,newsmax,Retweet
kumailn,kumailn,Tweet
McMahonFirebird,McMahonFirebird,Tweet
McMahonFirebird,kumailn,Retweet
lopezdoriga,lopezdoriga,Tweet
pepe_espinosa_,pepe_espinosa_,Tweet
pepe_espinosa_,lopezdoriga,Retweet
funder,funder,Tweet
QueenMaday,QueenMaday,Tweet
QueenMaday,funder,Retweet
JohnWesleyShipp,JohnWesleyShipp,Tweet
LanaCandice87,LanaCandice87,Tweet
LanaCandice87,JohnWesleyShipp,Retweet
B2B_Printing,B2B_Printing,Tweet
pbump,pbump,Tweet
MrAdrianKeith,MrAdrianKeith,Tweet
MrAdrianKeith,pbump,Retweet
blue6205,blue6205,Tweet
blue6205,_habibilicious_,Reply
blue6205,RealJack,Mention
blue6205,Joy_Villa,Mention
blue6205,andresoriano,Mention
dsprada,dsprada,Tweet
dsprada,thehill,Reply
Deb_Tiva,Deb_Tiva,Tweet
Deb_Tiva,dsprada,Retweet
Deb_Tiva,thehill,Mention
BuzzFeedNews,BuzzFeedNews,Tweet
okaymommy,okaymommy,Tweet
okaymommy,BuzzFeedNews,Retweet
gperetz95,gperetz95,Tweet
SenSanders,SenSanders,Tweet
Education35,Education35,Tweet
Education35,SenSanders,Retweet
Twitt_er_Bloke,Twitt_er_Bloke,Tweet
adambarken,adambarken,Tweet
frittersandclam,frittersandclam,Tweet
frittersandclam,adambarken,Retweet
cuppycoco,cuppycoco,Tweet
BraddJaffy,BraddJaffy,Tweet
dezzthehumanist,dezzthehumanist,Tweet
dezzthehumanist,BraddJaffy,Retweet
lylasbitch,lylasbitch,Tweet
megganram,megganram,Tweet
megganram,lylasbitch,Retweet
DumpTrump22,DumpTrump22,Tweet
YatiqueAndrea,YatiqueAndrea,Tweet
YatiqueAndrea,DumpTrump22,Retweet
myoctechtech,myoctechtech,Tweet
TheWrap,TheWrap,Tweet
Aimee_Abq,Aimee_Abq,Tweet
Aimee_Abq,TheWrap,Retweet
CandeeSnow,CandeeSnow,Tweet
guruchuirer,guruchuirer,Tweet
MauValVa,MauValVa,Tweet
MauValVa,guruchuirer,Retweet
McJesse,McJesse,Tweet
demonicjpg,demonicjpg,Tweet
demonicjpg,McJesse,Retweet
calebbielskii,calebbielskii,Tweet
Lindsayzellmann,Lindsayzellmann,Tweet
Lindsayzellmann,calebbielskii,Retweet
J962Wally,J962Wally,Tweet
jayrosen_nyu,jayrosen_nyu,Tweet
Shout2universe,Shout2universe,Tweet
Shout2universe,jayrosen_nyu,Retweet
SenSanders,SenSanders,Tweet
DebiMossScheler,DebiMossScheler,Tweet
DebiMossScheler,SenSanders,Retweet
funder,funder,Tweet
JillVaughn3,JillVaughn3,Tweet
JillVaughn3,funder,Retweet
rwhitmmx,rwhitmmx,Tweet
5KidsAreMine,5KidsAreMine,Tweet
5KidsAreMine,rwhitmmx,Retweet
5KidsAreMine,THR,Mention
Stevenwhirsch99,Stevenwhirsch99,Tweet
donnamoon81146,donnamoon81146,Tweet
donnamoon81146,Stevenwhirsch99,Retweet
ABC,ABC,Tweet
kulseth_c,kulseth_c,Tweet
kulseth_c,ABC,Retweet
thehill,thehill,Tweet
Options12345678,Options12345678,Tweet
Options12345678,thehill,Retweet
kylegriffin1,kylegriffin1,Tweet
kylegriffin1,kylegriffin1,Reply
SouBundanga,SouBundanga,Tweet
SouBundanga,kylegriffin1,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
AndieMarie888,AndieMarie888,Tweet
AndieMarie888,BraddJaffy,Retweet
rebeltt44,rebeltt44,Tweet
rebeltt44,nypost,Mention
gaddialawi,gaddialawi,Tweet
PhilipRucker,PhilipRucker,Tweet
ScottHigham1,ScottHigham1,Tweet
ScottHigham1,PhilipRucker,Retweet
ScottHigham1,brianstelter,Mention
_habibilicious_,_habibilicious_,Tweet
_habibilicious_,RealJack,Reply
PhoebeBeach,PhoebeBeach,Tweet
PhoebeBeach,_habibilicious_,Retweet
PhoebeBeach,RealJack,Mention
PhoebeBeach,Joy_Villa,Mention
LouiseMensch,LouiseMensch,Tweet
travelgeek770,travelgeek770,Tweet
travelgeek770,LouiseMensch,Retweet
KevinJacksonTBS,KevinJacksonTBS,Tweet
Heleneafernande,Heleneafernande,Tweet
Heleneafernande,KevinJacksonTBS,Retweet
DollarVigilante,DollarVigilante,Tweet
Toyota__Yaris,Toyota__Yaris,Tweet
Toyota__Yaris,DollarVigilante,Retweet
TEN_GOP,TEN_GOP,Tweet
russdilugisr,russdilugisr,Tweet
russdilugisr,TEN_GOP,Retweet
TheWrap,TheWrap,Tweet
tenderwolfe11,tenderwolfe11,Tweet
tenderwolfe11,TheWrap,Retweet
mattwaxman1,mattwaxman1,Tweet
ritasiemion,ritasiemion,Tweet
ritasiemion,mattwaxman1,Retweet
ACaruso929,ACaruso929,Tweet
ACaruso929,NBCNews,Mention
piochiapas,piochiapas,Tweet
petrucci333,petrucci333,Tweet
petrucci333,piochiapas,Retweet
SonofLiberty357,SonofLiberty357,Tweet
monkwatch,monkwatch,Tweet
monkwatch,SonofLiberty357,Retweet
mconroymaine,mconroymaine,Tweet
mconroymaine,harvfamily4,Reply
PalmerReport,PalmerReport,Tweet
SickBoy36,SickBoy36,Tweet
SickBoy36,PalmerReport,Retweet
thehill,thehill,Tweet
Brarbs3,Brarbs3,Tweet
Brarbs3,thehill,Retweet
GlblCtzn,GlblCtzn,Tweet
MMSUNNGO,MMSUNNGO,Tweet
MMSUNNGO,GlblCtzn,Retweet
GolfTPA,GolfTPA,Tweet
GolfTPA,harleysandguns,Reply
GolfTPA,reader2105,Mention
isaiahhess,isaiahhess,Tweet
frankieboy1,frankieboy1,Tweet
frankieboy1,KurtSchlichter,Reply
frankieboy1,wolffree,Mention
jaynordlinger,jaynordlinger,Tweet
wildgypsydancer,wildgypsydancer,Tweet
wildgypsydancer,jaynordlinger,Retweet
armando_regil,armando_regil,Tweet
jldelabarra,jldelabarra,Tweet
jldelabarra,armando_regil,Retweet
sarahkendzior,sarahkendzior,Tweet
Mackeyser,Mackeyser,Tweet
Mackeyser,sarahkendzior,Retweet
McJesse,McJesse,Tweet
danmonaghan,danmonaghan,Tweet
danmonaghan,McJesse,Retweet
TeaPainUSA,TeaPainUSA,Tweet
OldestguyJoe,OldestguyJoe,Tweet
OldestguyJoe,TeaPainUSA,Retweet
PGourevitch,PGourevitch,Tweet
NotStandardized,NotStandardized,Tweet
NotStandardized,PGourevitch,Retweet
McJesse,McJesse,Tweet
ChicagoActivis1,ChicagoActivis1,Tweet
ChicagoActivis1,McJesse,Retweet
McJesse,McJesse,Tweet
_dactyl_,_dactyl_,Tweet
_dactyl_,McJesse,Retweet
millz197,millz197,Tweet
matthew_d_green,matthew_d_green,Tweet
c5ron,c5ron,Tweet
c5ron,matthew_d_green,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
susanmanners,susanmanners,Tweet
susanmanners,Scott_Gilmore,Retweet
Reuters,Reuters,Tweet
joetrader6,joetrader6,Tweet
joetrader6,Reuters,Retweet
DTrumpExposed,DTrumpExposed,Tweet
carlosgdev,carlosgdev,Tweet
carlosgdev,DTrumpExposed,Retweet
ByronYork,ByronYork,Tweet
stevebartin,stevebartin,Tweet
stevebartin,ByronYork,Retweet
cons13738656,cons13738656,Tweet
cons13738656,Forbes,Mention
PalmerReport,PalmerReport,Tweet
pegitha,pegitha,Tweet
pegitha,PalmerReport,Retweet
FliK82,FliK82,Tweet
FliK82,FliK82,Reply
kimberl20793755,kimberl20793755,Tweet
kimberl20793755,YouTube,Mention
kimberl20793755,calicrusader,Mention
darthvanner,darthvanner,Tweet
primdrs,primdrs,Tweet
primdrs,darthvanner,Retweet
CherokeeNative3,CherokeeNative3,Tweet
AtreiyaN7,AtreiyaN7,Tweet
AtreiyaN7,CherokeeNative3,Retweet
WSJ,WSJ,Tweet
katie_roll29,katie_roll29,Tweet
katie_roll29,WSJ,Retweet
ModernNixon,ModernNixon,Tweet
infosActus,infosActus,Tweet
Krissydabooty,Krissydabooty,Tweet
fanhan_galaxy,fanhan_galaxy,Tweet
fanhan_galaxy,Krissydabooty,Retweet
McJesse,McJesse,Tweet
bibliotudinous,bibliotudinous,Tweet
bibliotudinous,McJesse,Retweet
BernieSanders,BernieSanders,Tweet
EeeBee17,EeeBee17,Tweet
EeeBee17,BernieSanders,Retweet
JCrawford15,JCrawford15,Tweet
LiberalResist,LiberalResist,Tweet
lisanagain,lisanagain,Tweet
lisanagain,MMFlint,Mention
verge,verge,Tweet
jones_m_scott,jones_m_scott,Tweet
jones_m_scott,verge,Retweet
ABHllc,ABHllc,Tweet
ABHllc,GorillaChompz,Reply
ABHllc,Holt62448,Mention
ABHllc,mydata49,Mention
ABHllc,gir_sus,Mention
ABHllc,TEN_GOP,Mention
MarkSalter55,MarkSalter55,Tweet
Kerry4taz,Kerry4taz,Tweet
Kerry4taz,MarkSalter55,Retweet
rat___girl,rat___girl,Tweet
6StJamesIntl,6StJamesIntl,Tweet
ProfTimStephens,ProfTimStephens,Tweet
ProfTimStephens,6StJamesIntl,Retweet
ProfTimStephens,DrCWardSC,Mention
GeorgeTakei,GeorgeTakei,Tweet
Emlikeen,Emlikeen,Tweet
Emlikeen,GeorgeTakei,Retweet
pbump,pbump,Tweet
abvolk,abvolk,Tweet
abvolk,pbump,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
pippenainteazy,pippenainteazy,Tweet
pippenainteazy,BraddJaffy,Retweet
BrendanNyhan,BrendanNyhan,Tweet
BrendanNyhan,BrendanNyhan,Reply
RokinRobin,RokinRobin,Tweet
RokinRobin,BrendanNyhan,Retweet
pbump,pbump,Tweet
DHCalifornicus,DHCalifornicus,Tweet
DHCalifornicus,pbump,Retweet
german041977,german041977,Tweet
german041977,MMFlint,Reply
atrumptastrophe,atrumptastrophe,Tweet
madamfilix,madamfilix,Tweet
madamfilix,atrumptastrophe,Retweet
madamfilix,realDonaldTrump,Mention
madamfilix,nbcsnl,Mention
elmtreepower,elmtreepower,Tweet
elmtreepower,vannsmole,Reply
elmtreepower,Katherine022610,Mention
MOVEFORWARDHUGE,MOVEFORWARDHUGE,Tweet
KahlerSabrina,KahlerSabrina,Tweet
KahlerSabrina,MOVEFORWARDHUGE,Retweet
AdamsFlaFan,AdamsFlaFan,Tweet
dghomes27,dghomes27,Tweet
dghomes27,AdamsFlaFan,Retweet
perumdl,perumdl,Tweet
BernieSanders,BernieSanders,Tweet
Desidoo3,Desidoo3,Tweet
Desidoo3,BernieSanders,Retweet
TheBeat_Boss,TheBeat_Boss,Tweet
PLOMORADIONEXX,PLOMORADIONEXX,Tweet
PLOMORADIONEXX,TheBeat_Boss,Retweet
TheWrap,TheWrap,Tweet
kristanikka,kristanikka,Tweet
kristanikka,TheWrap,Retweet
RepDonBeyer,RepDonBeyer,Tweet
JodiRhodes11,JodiRhodes11,Tweet
JodiRhodes11,RepDonBeyer,Retweet
PoliticusSarah,PoliticusSarah,Tweet
nfalco1,nfalco1,Tweet
nfalco1,PoliticusSarah,Retweet
nfalco1,politicususa,Mention
angelam18460071,angelam18460071,Tweet
angelam18460071,JohnKasich,Reply
lylasbitch,lylasbitch,Tweet
GabrieleNery5,GabrieleNery5,Tweet
GabrieleNery5,lylasbitch,Retweet
PrisonPlanet,PrisonPlanet,Tweet
ACPhxAz,ACPhxAz,Tweet
ACPhxAz,PrisonPlanet,Retweet
ACPhxAz,Channel4News,Mention
bresada,bresada,Tweet
DollarVigilante,DollarVigilante,Tweet
Hyundai__Equus,Hyundai__Equus,Tweet
Hyundai__Equus,DollarVigilante,Retweet
KikeMontes_l1,KikeMontes_l1,Tweet
AbelEstrada_j1,AbelEstrada_j1,Tweet
AbelEstrada_j1,KikeMontes_l1,Retweet
AbelEstrada_j1,TelemarNoticias,Mention
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
justasdgirl,justasdgirl,Tweet
justasdgirl,BraddJaffy,Retweet
neontaster,neontaster,Tweet
ArtemisEnodia,ArtemisEnodia,Tweet
ArtemisEnodia,neontaster,Retweet
politico,politico,Tweet
BrentSnavely,BrentSnavely,Tweet
BrentSnavely,politico,Retweet
BrentSnavely,sbg1,Mention
ChuckGrassley,ChuckGrassley,Tweet
patrickhawley,patrickhawley,Tweet
patrickhawley,ChuckGrassley,Retweet
SenSanders,SenSanders,Tweet
mrsbri_norman,mrsbri_norman,Tweet
mrsbri_norman,SenSanders,Retweet
SteveWeichert,SteveWeichert,Tweet
mikelweisser,mikelweisser,Tweet
mikelweisser,SteveWeichert,Retweet
KazeSkyz,KazeSkyz,Tweet
9975Ts,9975Ts,Tweet
9975Ts,KazeSkyz,Retweet
9975Ts,SebGorka,Mention
immigrant4trump,immigrant4trump,Tweet
401_9163,401_9163,Tweet
401_9163,immigrant4trump,Retweet
401_9163,Joy_Villa,Mention
McJesse,McJesse,Tweet
darkphones,darkphones,Tweet
darkphones,McJesse,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
Ganbare_Gincun,Ganbare_Gincun,Tweet
Ganbare_Gincun,BraddJaffy,Retweet
McJesse,McJesse,Tweet
dvdgee,dvdgee,Tweet
dvdgee,McJesse,Retweet
YaThinkN,YaThinkN,Tweet
wooferunleashed,wooferunleashed,Tweet
wooferunleashed,YaThinkN,Retweet
IMPL0RABLE,IMPL0RABLE,Tweet
SharisseC,SharisseC,Tweet
SharisseC,IMPL0RABLE,Retweet
HeisenbergLab,HeisenbergLab,Tweet
BlakeSouza,BlakeSouza,Tweet
BlakeSouza,HeisenbergLab,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
empiricalerror,empiricalerror,Tweet
empiricalerror,BraddJaffy,Retweet
ProgressOutlook,ProgressOutlook,Tweet
KibbeKem,KibbeKem,Tweet
KibbeKem,ProgressOutlook,Retweet
bruce_arthur,bruce_arthur,Tweet
Edmund_BT,Edmund_BT,Tweet
Edmund_BT,bruce_arthur,Retweet
BraddJaffy,BraddJaffy,Tweet
peterdeseve,peterdeseve,Tweet
peterdeseve,BraddJaffy,Retweet
KikeMontes_l1,KikeMontes_l1,Tweet
KikeMontes_l1,TelemarNoticias,Mention
funder,funder,Tweet
axman643,axman643,Tweet
axman643,funder,Retweet
axman643,paulmcgeough,Mention
JoseLuisHS_,JoseLuisHS_,Tweet
JoseLuisHS_,JoseLuisHS_,Tweet
JoseLuisHS_,JoseLuisHS_,Retweet
JoseLuisHS_,MxVibra,Mention
JoseLuisHS_,realDonaldTrump,Mention
thehill,thehill,Tweet
rcrockett,rcrockett,Tweet
rcrockett,thehill,Retweet
ReliableSources,ReliableSources,Tweet
ScottEBremnerSF,ScottEBremnerSF,Tweet
ScottEBremnerSF,ReliableSources,Retweet
DeniseDresserG,DeniseDresserG,Tweet
Fogonero_eleq,Fogonero_eleq,Tweet
Fogonero_eleq,DeniseDresserG,Retweet
funder,funder,Tweet
CarissaHalston,CarissaHalston,Tweet
CarissaHalston,funder,Retweet
amjoyshow,amjoyshow,Tweet
jagbbuddy1,jagbbuddy1,Tweet
jagbbuddy1,amjoyshow,Retweet
jagbbuddy1,MaxineWaters,Mention
AudaciousEpigon,AudaciousEpigon,Tweet
AltSwift13,AltSwift13,Tweet
AltSwift13,AudaciousEpigon,Retweet
RealVinnieJames,RealVinnieJames,Tweet
AltRightReport,AltRightReport,Tweet
AltRightReport,RealVinnieJames,Retweet
Its_What_I_Said,Its_What_I_Said,Tweet
Its_What_I_Said,TIME,Reply
RobertNBCLA,RobertNBCLA,Tweet
matt_warner73,matt_warner73,Tweet
matt_warner73,RobertNBCLA,Retweet
matt_warner73,realDonaldTrump,Mention
iarlabyrne,iarlabyrne,Tweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
gabeshepwife,gabeshepwife,Tweet
gabeshepwife,BraddJaffy,Retweet
DaveCullenCF,DaveCullenCF,Tweet
TrumpResponders,TrumpResponders,Tweet
TrumpResponders,DaveCullenCF,Retweet
FoxNews,FoxNews,Tweet
ndavis_6,ndavis_6,Tweet
ndavis_6,FoxNews,Retweet
KimDozier,KimDozier,Tweet
coin_shooter,coin_shooter,Tweet
coin_shooter,HersheSquirt,Reply
sbs4md,sbs4md,Tweet
sbs4md,coin_shooter,Retweet
sbs4md,HersheSquirt,Mention
sbs4md,nia4_trump,Mention
sbs4md,Westxgal,Mention
sbs4md,THETXEMBASSY,Mention
sbs4md,AppSame,Mention
sbs4md,jko417,Mention
sbs4md,DrottM,Mention
sbs4md,hrenee80,Mention
funder,funder,Tweet
AnnH1958,AnnH1958,Tweet
AnnH1958,funder,Retweet
slava381977,slava381977,Tweet
slava381977,slava381977,Tweet
slava381977,slava381977,Retweet
InternetHippo,InternetHippo,Tweet
earlyelliott,earlyelliott,Tweet
earlyelliott,InternetHippo,Retweet
TashiTewaDolpo,TashiTewaDolpo,Tweet
zedfinny,zedfinny,Tweet
zedfinny,realDonaldTrump,Reply
Evan_McMullin,Evan_McMullin,Tweet
HoyaTiger,HoyaTiger,Tweet
HoyaTiger,Evan_McMullin,Retweet
BloombergQuint,BloombergQuint,Tweet
GLOBALECOM1,GLOBALECOM1,Tweet
GLOBALECOM1,BloombergQuint,Retweet
GLOBALECOM1,KongKanga,Mention
riotwomennn,riotwomennn,Tweet
PoppyPollywog,PoppyPollywog,Tweet
PoppyPollywog,riotwomennn,Retweet
15alc1bbc2ann33,15alc1bbc2ann33,Tweet
15alc1bbc2ann33,SavageNation,Reply
jayrosen_nyu,jayrosen_nyu,Tweet
oakparkres,oakparkres,Tweet
oakparkres,jayrosen_nyu,Retweet
TheWrap,TheWrap,Tweet
nydeltoro,nydeltoro,Tweet
nydeltoro,TheWrap,Retweet
djrothkopf,djrothkopf,Tweet
TeresaHutson1,TeresaHutson1,Tweet
TeresaHutson1,djrothkopf,Retweet
NME,NME,Tweet
marvin1497,marvin1497,Tweet
marvin1497,NME,Retweet
McJesse,McJesse,Tweet
sabrinas1975,sabrinas1975,Tweet
sabrinas1975,McJesse,Retweet
mikandynothem,mikandynothem,Tweet
DOTUS111,DOTUS111,Tweet
DOTUS111,mikandynothem,Retweet
DOTUS111,Joy_Villa,Mention
bakedalaska,bakedalaska,Tweet
klcecotti,klcecotti,Tweet
klcecotti,bakedalaska,Retweet
Stevenwhirsch99,Stevenwhirsch99,Tweet
Catdog2many,Catdog2many,Tweet
Catdog2many,Stevenwhirsch99,Retweet
asamjulian,asamjulian,Tweet
iulicala,iulicala,Tweet
iulicala,asamjulian,Retweet
JuddLegum,JuddLegum,Tweet
krsnev26,krsnev26,Tweet
krsnev26,JuddLegum,Retweet
toddrcook,toddrcook,Tweet
toddrcook,RickyFuen,Reply
nbcsnl,nbcsnl,Tweet
kaylarosecole,kaylarosecole,Tweet
kaylarosecole,nbcsnl,Retweet
_FloridaMan,_FloridaMan,Tweet
Zeita_Goddess,Zeita_Goddess,Tweet
Zeita_Goddess,_FloridaMan,Retweet
chicagotribune,chicagotribune,Tweet
johnfengel,johnfengel,Tweet
johnfengel,chicagotribune,Retweet
pamelapatrice,pamelapatrice,Tweet
RubeBait,RubeBait,Tweet
RubeBait,pamelapatrice,Retweet
Amy_Siskind,Amy_Siskind,Tweet
DillinghamTim,DillinghamTim,Tweet
DillinghamTim,Amy_Siskind,Retweet
McJesse,McJesse,Tweet
AMayronne,AMayronne,Tweet
AMayronne,McJesse,Retweet
Relax_For_Real,Relax_For_Real,Tweet
ShellyStardust1,ShellyStardust1,Tweet
ShellyStardust1,Relax_For_Real,Retweet
VICE,VICE,Tweet
BluLoveen,BluLoveen,Tweet
BluLoveen,VICE,Retweet
AJ,AJ,Tweet
AJ,AJ,Reply
siddigfan,siddigfan,Tweet
siddigfan,AJ,Retweet
warkentin,warkentin,Tweet
armandovuelo,armandovuelo,Tweet
armandovuelo,warkentin,Retweet
armandovuelo,EPN,Mention
frenchamerictv,frenchamerictv,Tweet
frenchamerictv,YouTube,Mention
joshtpm,joshtpm,Tweet
risk_mary,risk_mary,Tweet
risk_mary,joshtpm,Retweet
AynRandPaulRyan,AynRandPaulRyan,Tweet
azabaro,azabaro,Tweet
azabaro,AynRandPaulRyan,Retweet
FoxNews,FoxNews,Tweet
yoloky70,yoloky70,Tweet
yoloky70,FoxNews,Retweet
lylasbitch,lylasbitch,Tweet
shippalren,shippalren,Tweet
shippalren,lylasbitch,Retweet
ColinKahl,ColinKahl,Tweet
Semperfelix,Semperfelix,Tweet
Semperfelix,ColinKahl,Retweet
JerzyLuv2A,JerzyLuv2A,Tweet
robots_man,robots_man,Tweet
robots_man,JerzyLuv2A,Retweet
robots_man,Joy_Villa,Mention
BenRichart,BenRichart,Tweet
BenRichart,sgw94,Reply
Sam_Rubinstein,Sam_Rubinstein,Tweet
Sam_Rubinstein,swingleft,Reply
StonewallGaztte,StonewallGaztte,Tweet
Harvalan8008,Harvalan8008,Tweet
Harvalan8008,StonewallGaztte,Retweet
matthew_d_green,matthew_d_green,Tweet
peterdeseve,peterdeseve,Tweet
peterdeseve,matthew_d_green,Retweet
funder,funder,Tweet
BigDataAlex,BigDataAlex,Tweet
BigDataAlex,funder,Retweet
lopezdoriga,lopezdoriga,Tweet
AndrewJNell,AndrewJNell,Tweet
goldengateblond,goldengateblond,Tweet
KeepingUpWCutty,KeepingUpWCutty,Tweet
KeepingUpWCutty,goldengateblond,Retweet
sheriffali,sheriffali,Tweet
piojo07,piojo07,Tweet
piojo07,sheriffali,Retweet
immigrant4trump,immigrant4trump,Tweet
summertimealwys,summertimealwys,Tweet
summertimealwys,immigrant4trump,Retweet
summertimealwys,Joy_Villa,Mention
McJesse,McJesse,Tweet
elliottmallen,elliottmallen,Tweet
elliottmallen,McJesse,Retweet
chiluca2011,chiluca2011,Tweet
chiluca2011,miguelricodiene,Reply
chiluca2011,brozoxmiswebs,Mention
chiluca2011,EPN,Mention
Peace_Janise,Peace_Janise,Tweet
Peace_Janise,RealDeanCain,Reply
McJesse,McJesse,Tweet
jayxcabello,jayxcabello,Tweet
jayxcabello,McJesse,Retweet
Joy_Villa,Joy_Villa,Tweet
nia4_trump,nia4_trump,Tweet
nia4_trump,Joy_Villa,Retweet
LouiseMensch,LouiseMensch,Tweet
S1PPi,S1PPi,Tweet
S1PPi,LouiseMensch,Retweet
S1PPi,MichaelCohen212,Mention
McJesse,McJesse,Tweet
Leticia17922167,Leticia17922167,Tweet
Leticia17922167,McJesse,Retweet
insideclimate,insideclimate,Tweet
tophermwoods,tophermwoods,Tweet
tophermwoods,insideclimate,Retweet
SenSanders,SenSanders,Tweet
Bogelicious1,Bogelicious1,Tweet
Bogelicious1,SenSanders,Retweet
stampsfaninsask,stampsfaninsask,Tweet
stampsfaninsask,CrankyMaddog,Reply
stampsfaninsask,outstandingmike,Mention
stampsfaninsask,CNN,Mention
aitetsulove,aitetsulove,Tweet
aitetsulove,YouTube,Mention
gedwardhamilton,gedwardhamilton,Tweet
gedwardhamilton,HuffPostBlog,Mention
pbump,pbump,Tweet
SueBee0619,SueBee0619,Tweet
SueBee0619,pbump,Retweet
KellyRose4444,KellyRose4444,Tweet
CNNMex,CNNMex,Tweet
BETYSALUD,BETYSALUD,Tweet
BETYSALUD,CNNMex,Retweet
BETYSALUD,Continental,Mention
funder,funder,Tweet
AngryLogician,AngryLogician,Tweet
AngryLogician,funder,Retweet
AngryLogician,MarcChampion1,Mention
larryelder,larryelder,Tweet
devinecelt,devinecelt,Tweet
devinecelt,larryelder,Retweet
NewtTrump,NewtTrump,Tweet
gaurdnangel,gaurdnangel,Tweet
gaurdnangel,NewtTrump,Retweet
gaurdnangel,IngrahamAngle,Mention
RawStory,RawStory,Tweet
Zenman1550,Zenman1550,Tweet
Zenman1550,RawStory,Retweet
SocialIssueNews,SocialIssueNews,Tweet
bellacasaoutdoo,bellacasaoutdoo,Tweet
bellacasaoutdoo,SocialIssueNews,Retweet
ViewFromWise,ViewFromWise,Tweet
old_warrior1,old_warrior1,Tweet
old_warrior1,ViewFromWise,Retweet
SocialNews,SocialNews,Tweet
asamjulian,asamjulian,Tweet
leezalotte,leezalotte,Tweet
leezalotte,asamjulian,Retweet
kylegriffin1,kylegriffin1,Tweet
luizhsrodrigues,luizhsrodrigues,Tweet
luizhsrodrigues,kylegriffin1,Retweet
Surfpicks,Surfpicks,Tweet
KassandraTroy,KassandraTroy,Tweet
KassandraTroy,Surfpicks,Retweet
all_eddy,all_eddy,Tweet
MarkRoundtreeJr,MarkRoundtreeJr,Tweet
TLtaylor14,TLtaylor14,Tweet
TLtaylor14,MarkRoundtreeJr,Retweet
pavethewhales,pavethewhales,Tweet
2ALAW,2ALAW,Tweet
boit_brad,boit_brad,Tweet
boit_brad,2ALAW,Retweet
mrntweet2,mrntweet2,Tweet
kln_,kln_,Tweet
kln_,mrntweet2,Retweet
MarieLeff,MarieLeff,Tweet
MarieLeff,AnnCoulter,Reply
AusterMaeson,AusterMaeson,Tweet
AusterMaeson,MarieLeff,Retweet
AusterMaeson,AnnCoulter,Mention
McJesse,McJesse,Tweet
feministnjs,feministnjs,Tweet
feministnjs,McJesse,Retweet
BernieSanders,BernieSanders,Tweet
dmhs_democrats,dmhs_democrats,Tweet
dmhs_democrats,BernieSanders,Retweet
PalmerReport,PalmerReport,Tweet
janddhurtt,janddhurtt,Tweet
janddhurtt,PalmerReport,Retweet
matthew_d_green,matthew_d_green,Tweet
eakinj,eakinj,Tweet
eakinj,matthew_d_green,Retweet
Alwayz_Winning,Alwayz_Winning,Tweet
Twiitter_Name,Twiitter_Name,Tweet
Twiitter_Name,Alwayz_Winning,Retweet
EntheosShines,EntheosShines,Tweet
EntheosShines,EntheosShines,Reply
pilcher_lorie,pilcher_lorie,Tweet
pilcher_lorie,EntheosShines,Retweet
verge,verge,Tweet
dweingrod,dweingrod,Tweet
dweingrod,verge,Retweet
sage_road,sage_road,Tweet
sage_road,sage_road,Tweet
sage_road,sage_road,Retweet
teraleverett,teraleverett,Tweet
teraleverett,PfeifferGeri,Reply
GenoMcintosh,GenoMcintosh,Tweet
GenoMcintosh,teraleverett,Retweet
GenoMcintosh,PfeifferGeri,Mention
McJesse,McJesse,Tweet
julia_paleski,julia_paleski,Tweet
julia_paleski,McJesse,Retweet
ashleyfeinberg,ashleyfeinberg,Tweet
Mik3Ferguson,Mik3Ferguson,Tweet
Mik3Ferguson,ashleyfeinberg,Retweet
funder,funder,Tweet
sumthing_witty,sumthing_witty,Tweet
sumthing_witty,funder,Retweet
SenSanders,SenSanders,Tweet
Ericrules4real,Ericrules4real,Tweet
Ericrules4real,SenSanders,Retweet
cher,cher,Tweet
kenn264,kenn264,Tweet
kenn264,cher,Retweet
LucyShoupp,LucyShoupp,Tweet
LucyShoupp,Joy_Villa,Reply
McJesse,McJesse,Tweet
liynhznn,liynhznn,Tweet
liynhznn,McJesse,Retweet
TEN_GOP,TEN_GOP,Tweet
BobWilldig,BobWilldig,Tweet
BobWilldig,TEN_GOP,Retweet
thehill,thehill,Tweet
fourfacesofeve,fourfacesofeve,Tweet
fourfacesofeve,thehill,Retweet
mattyglesias,mattyglesias,Tweet
FilmBuffSteve,FilmBuffSteve,Tweet
FilmBuffSteve,mattyglesias,Retweet
PJStrikeForce,PJStrikeForce,Tweet
beckwynn,beckwynn,Tweet
beckwynn,PJStrikeForce,Retweet
