id,Brand,created_at,favorite_count,retweet_count,text
828618491481698305,ford,Mon Feb 06 14:56:58 +0000 2017,1,0,Favorite Super Bowl commercial: Fo Further Ford 👌🏼 #SBDECA
828617685676281858,ford,Mon Feb 06 14:53:45 +0000 2017,0,5,"RT @Team_Penske: While we can't forget that game, one commercial keeps running through our mind this Monday morning @Ford #GoFurther  https…"
828616338377629700,ford,Mon Feb 06 14:48:24 +0000 2017,0,0,"THANKS #FORD FOR SHOWING #WRESTLING, THE SPORT/LIFESTYLE I LOVE!
#WRESTLINGUNITES #WRESTLINGUNITESTHEWORLD GODSPEED  https://t.co/XmsdLRKVie"
828616338377629700,ford,Mon Feb 06 14:48:24 +0000 2017,0,0,"THANKS #FORD FOR SHOWING #WRESTLING, THE SPORT/LIFESTYLE I LOVE!
#WRESTLINGUNITES #WRESTLINGUNITESTHEWORLD GODSPEED  https://t.co/XmsdLRKVie"
828615091734114305,ford,Mon Feb 06 14:43:27 +0000 2017,0,118,"RT @peta: Right, @Ford. No one likes being stuck. Especially the poor cat whose head you shoved into a tissue box 😿 Animals aren't commerci…"
828615088034570240,ford,Mon Feb 06 14:43:26 +0000 2017,0,22,RT @GaziKodzo: They did NOT just use a Nina Simone song about Black liberation for a FUCKING CAPITALIST @Ford commercial! #SuperBowl2017 ht…
828614536127246341,ford,Mon Feb 06 14:41:14 +0000 2017,0,0,#SBDECA #LHSSM #MO  Had no idea what the ford commercial was about until the very end
828614529697325058,ford,Mon Feb 06 14:41:13 +0000 2017,0,0,#SBDECA #LHSSM #MO The ford commercial spoke of the reliability of their product. It was the first car commercial that actual shows anaspect
828613442122678276,ford,Mon Feb 06 14:36:54 +0000 2017,0,0,Great ball game!!! Brady is the best.  Lady GAGA nailed it. Ford Commercial: What happen to guy stuck in the boat?
828612438480273408,ford,Mon Feb 06 14:32:54 +0000 2017,0,6,RT @johnteti: So what happened to the guy in the boat in the Ford commercial? Did he die? I guess he died
828612051303936000,ford,Mon Feb 06 14:31:22 +0000 2017,0,11,RT @StewartHaasRcng: Gotta give props to our friends at @Ford. Loved their #SB51 commercial. Excited to join the family during such an exci…
828612025353842688,ford,Mon Feb 06 14:31:16 +0000 2017,0,5,"RT @Team_Penske: While we can't forget that game, one commercial keeps running through our mind this Monday morning @Ford #GoFurther  https…"
828611810676846594,ford,Mon Feb 06 14:30:25 +0000 2017,0,1,"In case you missed our Superbowl Commercial last night. Here it is......Enjoy!

https://t.co/kdVdJoZk6B https://t.co/23LDkfMaax"
828607936268234757,ford,Mon Feb 06 14:15:01 +0000 2017,0,1,RT @GirlScoutsATL: Hands down this was a must see SuperBowl commercial last night. @Ford https://t.co/M0YMk236xG https://t.co/qySrqCOSTn
828607539893895170,ford,Mon Feb 06 14:13:26 +0000 2017,0,1,RT @C0ND0G: great commercial @Ford
828605962168713216,ford,Mon Feb 06 14:07:10 +0000 2017,0,5,"RT @Team_Penske: While we can't forget that game, one commercial keeps running through our mind this Monday morning @Ford #GoFurther  https…"
828605603471831044,ford,Mon Feb 06 14:05:45 +0000 2017,0,0,@Ford Your commercial showing a Jeep passing a stuck driver would never happen. No one driving a Jeep would ever pa… https://t.co/zgxkrYzEMe
828605311221190658,ford,Mon Feb 06 14:04:35 +0000 2017,0,0,"2001 Ford F250 Lariat Powerstroke ECLB - $10500 (Columbus, IN) https://t.co/OJKPIcOFX1"
